# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
19313 0.757154 0.180642 17.765612 17.946254 38025.816882
19314 0.757217 0.148772 17.845577 17.994349 31317.177498
19315 0.757279 0.119807 17.917800 18.037607 25219.794062
19316 0.757341 0.093848 17.982154 18.076003 19755.462949
19317 0.757403 0.070995 18.038528 18.109523 14944.685049
19318 0.757466 0.051370 18.086809 18.138179 10813.515684
19319 0.757528 0.035037 18.126934 18.161971 7375.491859
19320 0.757590 0.022068 18.158788 18.180856 4645.411268
19321 0.757659 0.011727 18.184354 18.196081 2468.632397
19322 0.757728 0.005697 18.199604 18.205301 1199.290023
19323 0.757797 0.004059 18.204484 18.208543 854.453913
19324 0.757866 0.006865 18.198946 18.205811 1445.074820
19325 0.757935 0.014164 18.182947 18.197111 2981.602695
19326 0.758004 0.025964 18.156462 18.182426 5465.590873
19327 0.758073 0.042268 18.119531 18.161799 8897.620130
19328 0.758142 0.063141 18.072157 18.135298 13291.410939
19329 0.758211 0.088533 18.014357 18.102890 18636.473849
19330 0.758280 0.118437 17.946216 18.064653 24931.529030
19331 0.758361 0.159091 17.853602 18.012693 33489.284060
19332 0.758441 0.205740 17.747071 17.952811 43309.188993
19333 0.758522 0.258199 17.626817 17.885017 54352.032253
19334 0.758602 0.316350 17.493083 17.809432 66592.901668
19335 0.758683 0.380034 17.346092 17.726126 79998.672878
19336 0.758763 0.449015 17.186136 17.635151 94519.496717
19337 0.758844 0.523131 17.013509 17.536640 110121.273860
19338 0.758924 0.602186 16.828543 17.430729 126762.630174
19339 0.759005 0.685794 16.631578 17.317372 144362.449936
19340 0.759086 0.773786 16.423038 17.196824 162885.099887
19341 0.759171 0.871561 16.189408 17.060969 183467.171424
19342 0.759257 0.973115 15.943714 16.916829 204844.763991
19343 0.759342 1.078298 15.686540 16.764838 226986.129317
19344 0.759428 1.186805 15.418439 16.605243 249827.282835
19345 0.759513 1.298135 15.140003 16.438138 273262.910432
19346 0.759599 1.411726 14.851856 16.263582 297174.129071
19347 0.759684 1.526860 14.554655 16.081515 321410.391703
19348 0.759770 1.643122 14.249095 15.892217 345884.097282
19349 0.759855 1.760153 13.935848 15.696000 370519.430202
19350 0.759941 1.877237 13.615611 15.492848 395166.140297
19351 0.760019 1.983947 13.317214 15.301161 417629.147669
19352 0.760097 2.089765 13.014120 15.103885 439904.280681
19353 0.760175 2.194381 12.706911 14.901292 461926.344688
19354 0.760254 2.297347 12.396117 14.693464 483601.106298
19355 0.760332 2.398281 12.082323 14.480604 504848.146629
19356 0.760410 2.496875 11.766059 14.262934 525602.565725
19357 0.760488 2.592475 11.447900 14.040375 545726.780630
19358 0.760566 2.684620 11.128402 13.813022 565123.705818
19359 0.760645 2.772762 10.808132 13.580895 583677.982403
19360 0.760723 2.856761 10.487651 13.344412 601360.126854
19361 0.760794 2.929603 10.195364 13.124967 616693.644248
19362 0.760866 2.998726 9.903740 12.902466 631244.356444
19363 0.760937 3.063747 9.613140 12.676887 644931.489023
19364 0.761008 3.124379 9.323963 12.448342 657694.748383
19365 0.761080 3.180564 9.036561 12.217125 669521.856616
19366 0.761151 3.231720 8.751299 11.983019 680290.451067
19367 0.761223 3.277353 8.468540 11.745893 689896.429591
19368 0.761294 3.317493 8.188649 11.506141 698345.989840
19369 0.761365 3.352391 7.911943 11.264334 705692.267930
19370 0.761437 3.381977 7.638726 11.020703 711920.239664
19371 0.761503 3.404335 7.387645 10.791980 716626.672782
19372 0.761570 3.421528 7.140084 10.561612 720245.768133
19373 0.761636 3.433446 6.896258 10.329705 722754.718692
19374 0.761703 3.440303 6.656390 10.096693 724198.062646
19375 0.761769 3.442230 6.420650 9.862881 724603.744041
19376 0.761836 3.438973 6.189226 9.628200 723918.168325
19377 0.761902 3.430291 5.962279 9.392570 722090.615744
19378 0.761969 3.416222 5.739988 9.156210 719128.902740
19379 0.762035 3.397012 5.522486 8.919498 715085.077852
19380 0.762102 3.372678 5.309911 8.682589 709962.667595
19381 0.762165 3.344645 5.112336 8.456981 704061.640747
19382 0.762228 3.311935 4.919428 8.231363 697176.048755
19383 0.762292 3.275032 4.731259 8.006292 689407.950387
19384 0.762355 3.233862 4.547889 7.781751 680741.373477
19385 0.762418 3.188342 4.369381 7.557723 671159.257529
19386 0.762481 3.138631 4.195785 7.334415 660694.773703
19387 0.762545 3.085016 4.027141 7.112157 649408.716896
19388 0.762608 3.027397 3.863470 6.890868 637279.724649
19389 0.762671 2.965779 3.704804 6.670583 624308.791510
19390 0.762734 2.900625 3.551154 6.451778 610593.526637
19391 0.762796 2.833474 3.405809 6.239283 596458.128835
19392 0.762858 2.763185 3.265256 6.028441 581661.873238
19393 0.762920 2.690205 3.129467 5.819672 566299.292082
19394 0.762982 2.614578 2.998421 5.612999 550379.554957
19395 0.763044 2.536469 2.872083 5.408552 533937.263811
19396 0.763105 2.456055 2.750414 5.206469 517009.741499
19397 0.763167 2.373456 2.633367 5.006823 499622.425148
19398 0.763229 2.289013 2.520896 4.809908 481846.647999
19399 0.763291 2.202991 2.412936 4.615927 463738.681441
19400 0.763353 2.115404 2.309428 4.424832 445301.388941
19401 0.763415 2.026310 2.210288 4.236598 426546.701753
19402 0.763477 1.936278 2.115474 4.051753 407594.611764
19403 0.763538 1.845623 2.024898 3.870521 388511.287986
19404 0.763600 1.754531 1.938485 3.693016 369336.157424
19405 0.763662 1.663483 1.856142 3.519625 350170.148962
19406 0.763724 1.572426 1.777776 3.350202 331002.116111
19407 0.763786 1.481626 1.703306 3.184933 311888.525872
19408 0.763848 1.391451 1.632636 3.024086 292906.130822
19409 0.763910 1.302054 1.565670 2.867724 274087.680249
19410 0.763971 1.213712 1.502316 2.716028 255491.329820
19411 0.764035 1.124696 1.441107 2.565803 236753.265533
19412 0.764098 1.037386 1.383477 2.420863 218374.136247
19413 0.764161 0.952010 1.329326 2.281336 200402.007641
19414 0.764225 0.868749 1.278550 2.147299 182875.320356
19415 0.764288 0.787903 1.231055 2.018958 165856.764416
19416 0.764351 0.709811 1.186742 1.896553 149418.209620
19417 0.764415 0.634598 1.145512 1.780110 133585.433809
19418 0.764478 0.562582 1.107278 1.669860 118425.848865
19419 0.764541 0.494012 1.071945 1.565958 103991.631074
19420 0.764605 0.429095 1.039433 1.468528 90326.325542
19421 0.764671 0.365072 1.008183 1.373254 76849.090180
19422 0.764738 0.305527 0.979866 1.285392 64314.630073
19423 0.764804 0.250726 0.954406 1.205132 52778.844655
19424 0.764871 0.200990 0.931722 1.132712 42309.134499
19425 0.764938 0.156392 0.911742 1.068134 32921.120743
19426 0.765004 0.117094 0.894409 1.011503 24648.819328
19427 0.765071 0.083358 0.879669 0.963027 17547.181899
19428 0.765137 0.055300 0.867473 0.922774 11640.960843
19429 0.765204 0.033046 0.857787 0.890833 6956.327836
19430 0.765271 0.016734 0.850582 0.867316 3522.616315
19431 0.765343 0.005857 0.845555 0.851412 1233.013636
19432 0.765415 0.002110 0.843399 0.845508 444.093932
19433 0.765487 0.005594 0.844121 0.849715 1177.622079
19434 0.765559 0.016362 0.847732 0.864093 3444.208571
19435 0.765631 0.034425 0.854266 0.888691 7246.689387
19436 0.765703 0.059783 0.863764 0.923547 12584.542649
19437 0.765775 0.092428 0.876281 0.968709 19456.467520
19438 0.765847 0.132245 0.891890 1.024135 27838.076345
19439 0.765919 0.179171 0.910667 1.089837 37716.159219
19440 0.765991 0.233169 0.932708 1.165877 49082.992630
19441 0.766068 0.298457 0.960008 1.258465 62826.393271
19442 0.766145 0.371368 0.991312 1.362680 78174.479520
19443 0.766223 0.451751 1.026780 1.478531 95095.520424
19444 0.766300 0.539260 1.066593 1.605852 113516.427491
19445 0.766377 0.633573 1.110936 1.744509 133369.778448
19446 0.766454 0.734382 1.160017 1.894399 154590.479234
19447 0.766531 0.841247 1.214048 2.055295 177086.043247
19448 0.766608 0.953977 1.273246 2.227223 200816.094856
19449 0.766685 1.072081 1.337858 2.409939 225677.487931
19450 0.766762 1.194942 1.408116 2.603058 251540.266927
19451 0.766840 1.323428 1.484923 2.808351 278587.014655
19452 0.766917 1.455906 1.567989 3.023896 306474.344358
19453 0.766995 1.591913 1.657571 3.249484 335104.300075
19454 0.767073 1.731009 1.753947 3.484956 364384.633559
19455 0.767150 1.872547 1.857378 3.729925 394178.994316
19456 0.767228 2.015834 1.968133 3.983967 424341.440515
19457 0.767306 2.160302 2.086466 4.246768 454752.615500
19458 0.767383 2.305588 2.212638 4.518226 485335.886930
19459 0.767461 2.451047 2.346899 4.797947 515955.674970
19460 0.767539 2.596129 2.489498 5.085628 546496.033577
19461 0.767616 2.738366 2.638906 5.377272 576437.377504
19462 0.767692 2.878775 2.796897 5.675672 605994.081018
19463 0.767769 3.017243 2.963671 5.980914 635142.256086
19464 0.767846 3.153027 3.139425 6.292452 663725.207374
19465 0.767923 3.285553 3.324320 6.609873 691622.497150
19466 0.768000 3.414454 3.518522 6.932976 718756.758297
19467 0.768076 3.538681 3.722162 7.260843 744907.095195
19468 0.768153 3.657857 3.935335 7.593192 769994.095170
19469 0.768230 3.771810 4.158138 7.929948 793981.761810
19470 0.768307 3.879897 4.390636 8.270533 816734.379924
19471 0.768384 3.982092 4.634659 8.616751 838246.916038
19472 0.768462 4.077547 4.888553 8.966100 858340.536439
19473 0.768539 4.165879 5.152327 9.318206 876934.837432
19474 0.768616 4.246446 5.425921 9.672366 893894.496860
19475 0.768694 4.318833 5.709267 10.028100 909132.243072
19476 0.768771 4.382888 6.002243 10.385130 922616.077217
19477 0.768848 4.438219 6.304727 10.742946 934263.562307
19478 0.768926 4.484139 6.616521 11.100659 943929.831250
19479 0.769003 4.521032 6.937408 11.458440 951696.090141
19480 0.769080 4.548660 7.267165 11.815825 957511.845410
19481 0.769158 4.566760 7.606736 12.173495 961321.869182
19482 0.769236 4.575233 7.954643 12.529876 963105.588922
19483 0.769313 4.574157 8.310534 12.884691 962879.091094
19484 0.769391 4.563363 8.674045 13.237407 960606.811600
19485 0.769469 4.542558 9.044743 13.587301 956227.386640
19486 0.769546 4.512161 9.422172 13.934333 949828.694825
19487 0.769624 4.472578 9.805863 14.278441 941496.220415
19488 0.769701 4.423483 10.195319 14.618802 931161.547487
19489 0.769779 4.365204 10.589965 14.955169 918893.600027
19490 0.769857 4.298264 10.989255 15.287519 904802.371102
19491 0.769932 4.224632 11.382376 15.607008 889302.510190
19492 0.770008 4.143035 11.778753 15.921788 872126.188619
19493 0.770084 4.053735 12.177778 16.231513 853328.056036
19494 0.770159 3.956920 12.578815 16.535735 832948.154942
19495 0.770235 3.853104 12.981198 16.834302 811094.343248
19496 0.770311 3.742640 13.384265 17.126906 787841.343223
19497 0.770387 3.626156 13.787302 17.413458 763320.896538
19498 0.770462 3.504370 14.189634 17.694004 737684.445384
19499 0.770538 3.377452 14.590546 17.967998 710967.614274
19500 0.770614 3.246022 14.989304 18.235326 683301.081114
19501 0.770687 3.113967 15.375058 18.489025 655502.923381
19502 0.770761 2.978501 15.757365 18.735866 626986.831408
19503 0.770835 2.840007 16.135545 18.975552 597833.313704
19504 0.770909 2.699175 16.508852 19.208027 568187.615366
19505 0.770982 2.556768 16.876621 19.433389 538210.337962
19506 0.771056 2.412865 17.238132 19.650998 507918.157107
19507 0.771130 2.268167 17.592656 19.860823 477458.503255
19508 0.771203 2.123556 17.939495 20.063051 447017.353646
19509 0.771277 1.979605 18.277975 20.257580 416715.130592
19510 0.771351 1.836857 18.607414 20.444271 386666.035200
19511 0.771424 1.696669 18.924936 20.621605 357155.925363
19512 0.771497 1.558623 19.232217 20.790839 328096.582155
19513 0.771571 1.423500 19.528645 20.952145 299652.638663
19514 0.771644 1.291662 19.813613 21.105275 271900.192502
19515 0.771717 1.163565 20.086509 21.250074 244935.353841
19516 0.771790 1.039905 20.346744 21.386650 218904.428589
19517 0.771864 0.921092 20.593786 21.514878 193893.717630
19518 0.771937 0.807586 20.827067 21.634653 170000.106956
19519 0.772010 0.699882 21.046095 21.745977 147328.053139
19520 0.772083 0.598449 21.250359 21.848808 125976.034674
19521 0.772158 0.502348 21.442259 21.944607 105746.268289
19522 0.772232 0.413594 21.618024 22.031618 87063.283508
19523 0.772306 0.332675 21.777242 22.109916 70029.452532
19524 0.772381 0.259790 21.919566 22.179356 54686.771972
19525 0.772455 0.195236 22.044585 22.239822 41098.053257
19526 0.772529 0.139497 22.151985 22.291482 29364.758562
19527 0.772604 0.092892 22.241513 22.334405 19554.208682
19528 0.772678 0.055554 22.312984 22.368538 11694.410389
19529 0.772752 0.027652 22.366165 22.393818 5820.926340
19530 0.772827 0.009400 22.400910 22.410309 1978.660489
19531 0.772903 0.000834 22.417251 22.418085 175.476896
19532 0.772978 0.002488 22.414266 22.416755 523.828729
19533 0.773054 0.014426 22.391920 22.406346 3036.793012
19534 0.773130 0.036647 22.350227 22.386874 7714.245856
19535 0.773206 0.069135 22.289255 22.358390 14553.130767
19536 0.773281 0.111802 22.209086 22.320889 23534.857318
19537 0.773357 0.164490 22.109900 22.274390 34625.919634
19538 0.773433 0.227027 21.991890 22.218918 47790.210633
19539 0.773509 0.299289 21.855320 22.154609 63001.547234
19540 0.773584 0.381169 21.700421 22.081590 80237.670960
19541 0.773661 0.473749 21.524550 21.998299 99726.095484
19542 0.773738 0.575346 21.330494 21.905840 121112.780595
19543 0.773815 0.685855 21.118680 21.804535 144375.253401
19544 0.773892 0.804777 20.889523 21.694300 169408.833504
19545 0.773969 0.931475 20.643568 21.575043 196079.399901
19546 0.774046 1.065650 20.381364 21.447014 224323.799944
19547 0.774123 1.206815 20.103474 21.310289 254039.637219
19548 0.774200 1.354552 19.810514 21.165066 285138.896884
19549 0.774277 1.508090 19.503091 21.011181 317459.154573
19550 0.774354 1.666784 19.181931 20.848715 350865.025205
19551 0.774432 1.831719 18.844767 20.676486 385584.546777
19552 0.774510 2.000734 18.495058 20.495792 421162.775160
19553 0.774587 2.173085 18.133580 20.306665 457443.341511
19554 0.774665 2.348143 17.761136 20.109278 494293.816313
19555 0.774743 2.525067 17.378530 19.903597 531537.069345
19556 0.774820 2.703091 16.986623 19.689714 569011.927642
19557 0.774898 2.881647 16.586254 19.467900 606598.670351
19558 0.774976 3.059780 16.178282 19.238062 644096.335815
19559 0.775053 3.237093 15.763598 19.000692 681421.632894
19560 0.775131 3.412713 15.343030 18.755743 718390.210294
19561 0.775210 3.588849 14.909822 18.498672 755467.731426
19562 0.775289 3.761944 14.472364 18.234308 791904.888627
19563 0.775368 3.930738 14.031574 17.962312 827436.651691
19564 0.775447 4.094875 13.588398 17.683273 861988.223715
19565 0.775526 4.253496 13.143695 17.397191 895378.519867
19566 0.775605 4.405891 12.698407 17.104299 927458.476911
19567 0.775684 4.551667 12.253371 16.805038 958144.845028
19568 0.775763 4.689892 11.809465 16.499357 987241.802832
19569 0.775842 4.820015 11.367520 16.187535 1014633.164301
19570 0.775921 4.941687 10.928367 15.870054 1040245.711016
19571 0.776003 5.058153 10.477261 15.535414 1064762.153686
19572 0.776085 5.163912 10.030840 15.194752 1087024.876451
19573 0.776167 5.258510 9.589925 14.848435 1106938.142478
19574 0.776249 5.341832 9.155309 14.497141 1124477.836606
19575 0.776331 5.413512 8.727708 14.141220 1139566.846147
19576 0.776413 5.472916 8.307833 13.780749 1152071.669467
19577 0.776494 5.520194 7.896340 13.416535 1162023.888496
19578 0.776576 5.554771 7.493820 13.048591 1169302.295531
19579 0.776658 5.575963 7.100862 12.676825 1173763.393620
19580 0.776740 5.584278 6.718000 12.302278 1175513.696128
19581 0.776826 5.579117 6.325314 11.904431 1174427.246256
19582 0.776913 5.559712 5.944880 11.504592 1170342.436980
19583 0.776999 5.525662 5.577106 11.102768 1163174.759327
19584 0.777086 5.477344 5.222404 10.699748 1153003.767067
19585 0.777172 5.415148 4.881044 10.296192 1139911.120976
19586 0.777259 5.339097 4.553305 9.892402 1123902.212485
19587 0.777345 5.249763 4.239353 9.489116 1105096.984612
19588 0.777431 5.147109 3.939330 9.086439 1083487.805205
19589 0.777518 5.032108 3.653317 8.685425 1059279.645797
19590 0.777604 4.905585 3.381311 8.286896 1032646.079554
19591 0.777694 4.761882 3.112457 7.874338 1002395.874777
19592 0.777785 4.606857 2.858676 7.465533 969762.472325
19593 0.777875 4.441354 2.619803 7.061157 934923.474652
19594 0.777965 4.266563 2.395605 6.662167 898129.158216
19595 0.778055 4.083263 2.185792 6.269054 859543.749009
19596 0.778145 3.892319 1.990040 5.882359 819349.311694
19597 0.778235 3.695056 1.807972 5.503028 777824.548412
19598 0.778325 3.492839 1.639164 5.132003 735257.041348
19599 0.778416 3.286508 1.483151 4.769659 691823.550229
19600 0.778506 3.077232 1.339455 4.416687 647770.096372
19601 0.778594 2.869643 1.209562 4.079205 604071.769951
19602 0.778683 2.661435 1.090582 3.752017 560243.171293
19603 0.778772 2.454010 0.981983 3.435994 516579.382230
19604 0.778861 2.248422 0.883221 3.131642 473302.140204
19605 0.778949 2.045686 0.793746 2.839432 430625.382443
19606 0.779038 1.847150 0.713009 2.560160 388832.800848
19607 0.779127 1.654065 0.640453 2.294518 348187.472108
19608 0.779215 1.467349 0.575529 2.042878 308883.089429
19609 0.779304 1.287737 0.517703 1.805440 271074.069451
19610 0.779393 1.116273 0.466463 1.582736 234980.164601
19611 0.779478 0.959895 0.422825 1.382720 202061.822880
19612 0.779564 0.812958 0.384410 1.197367 171131.002090
19613 0.779649 0.676238 0.350817 1.027055 142351.011041
19614 0.779735 0.550585 0.321662 0.872247 115900.514046
19615 0.779820 0.436580 0.296591 0.733171 91901.963173
19616 0.779906 0.334858 0.275282 0.610140 70488.940977
19617 0.779991 0.245832 0.257445 0.503277 51748.571674
19618 0.780077 0.170033 0.242832 0.412864 35792.560326
19619 0.780163 0.107930 0.231221 0.339152 22719.804378
19620 0.780248 0.059775 0.222437 0.282212 12582.974748
19621 0.780332 0.026333 0.216431 0.242764 5543.207708
19622 0.780416 0.006808 0.212927 0.219734 1433.092633
19623 0.780500 0.001313 0.211870 0.213182 276.307641
19624 0.780584 0.009889 0.213246 0.223134 2081.573425
19625 0.780668 0.032513 0.217082 0.249595 6844.089261
19626 0.780752 0.069068 0.223440 0.292508 14539.093470
19627 0.780836 0.119432 0.232423 0.351855 25140.894733
19628 0.780920 0.183385 0.244177 0.427561 38603.242926
19629 0.781004 0.260577 0.258876 0.519453 54852.586597
19630 0.781088 0.350674 0.276737 0.627410 73818.257510
19631 0.781169 0.450077 0.297343 0.747420 94743.169811
19632 0.781251 0.560838 0.321423 0.882261 118058.661786
19633 0.781332 0.682539 0.349268 1.031806 143677.206918
19634 0.781414 0.814585 0.381191 1.195776 171473.594818
19635 0.781495 0.956311 0.417532 1.373843 201307.436957
19636 0.781577 1.106920 0.458648 1.565569 233011.353135
19637 0.781659 1.265858 0.504916 1.770774 266468.298347
19638 0.781740 1.432467 0.556738 1.989204 301540.159049
19639 0.781822 1.606018 0.614523 2.220541 338073.433888
19640 0.781903 1.785767 0.678703 2.464469 375911.290147
19641 0.781983 1.966721 0.748181 2.714901 414002.867692
19642 0.782063 2.151824 0.824620 2.976444 452967.958219
19643 0.782143 2.340304 0.908442 3.248746 492643.783063
19644 0.782223 2.531286 1.000063 3.531348 532846.205915
19645 0.782303 2.723986 1.099902 3.823888 573410.326700
19646 0.782382 2.917693 1.208371 4.126063 614186.414774
19647 0.782462 3.111495 1.325884 4.437379 654982.689047
19648 0.782542 3.304244 1.452833 4.757077 695557.153814
19649 0.782622 3.495357 1.589599 5.084956 735787.248014
19650 0.782702 3.684268 1.736555 5.420823 775553.730330
19651 0.782782 3.870723 1.894906 5.765629 814803.273365
19652 0.782862 4.052903 2.064242 6.117145 853152.858278
19653 0.782943 4.230158 2.244881 6.475038 890465.745370
19654 0.783023 4.401748 2.437104 6.838852 926586.354206
19655 0.783103 4.566725 2.641179 7.207905 961314.663813
19656 0.783184 4.724476 2.857319 7.581796 994521.911690
19657 0.783264 4.874147 3.085734 7.959881 1026028.307408
19658 0.783344 5.014980 3.326557 8.341537 1055674.122803
19659 0.783424 5.146557 3.579922 8.726479 1083371.656059
19660 0.783505 5.268147 3.845895 9.114042 1108966.784412
19661 0.783587 5.382063 4.132204 9.514267 1132946.689323
19662 0.783670 5.484761 4.431837 9.916597 1154564.904891
19663 0.783752 5.575658 4.744772 10.320430 1173699.253381
19664 0.783834 5.653814 5.070883 10.724697 1190151.329909
19665 0.783917 5.719240 5.410018 11.129257 1203923.737398
19666 0.783999 5.771432 5.761968 11.533400 1214910.472171
19667 0.784082 5.810418 6.126463 11.936882 1223117.180728
19668 0.784164 5.835936 6.503207 12.339142 1228488.706970
19669 0.784247 5.847839 6.891816 12.739655 1230994.385077
19670 0.784329 5.846268 7.291886 13.138154 1230663.716596
19671 0.784415 5.830172 7.718106 13.548278 1227275.396473
19672 0.784500 5.800027 8.155539 13.955565 1220929.692080
19673 0.784585 5.756085 8.603583 14.359668 1211679.732332
19674 0.784671 5.698146 9.061546 14.759692 1199483.345722
19675 0.784756 5.625991 9.528683 15.154674 1184294.494774
19676 0.784842 5.539819 10.004148 15.543967 1166154.854323
19677 0.784927 5.440798 10.487073 15.927871 1145310.613888
19678 0.785013 5.329702 10.976571 16.306273 1121924.479385
19679 0.785098 5.206342 11.471703 16.678045 1095956.633601
19680 0.785184 5.071208 11.971425 17.042633 1067510.317625
19681 0.785272 4.920181 12.493457 17.413638 1035718.498271
19682 0.785361 4.758899 13.018140 17.777039 1001768.018574
19683 0.785449 4.588045 13.544242 18.132287 965802.489471
19684 0.785538 4.408436 14.070505 18.478941 927994.081696
19685 0.785627 4.221034 14.595624 18.816658 888545.148455
19686 0.785715 4.026495 15.118288 19.144783 847593.852043
19687 0.785804 3.825830 15.637104 19.462934 805353.216611
19688 0.785892 3.620847 16.150721 19.771568 762203.382861
19689 0.785981 3.412466 16.657819 20.070285 718338.225213
19690 0.786070 3.201600 17.157022 20.358621 673950.062040
19691 0.786160 2.985997 17.655326 20.641323 628564.822259
19692 0.786250 2.770098 18.142677 20.912775 583117.162524
19693 0.786340 2.555283 18.617629 21.172912 537897.681666
19694 0.786430 2.342573 19.078863 21.421436 493121.413976
19695 0.786520 2.133070 19.524957 21.658027 449020.199359
19696 0.786611 1.928284 19.954639 21.882924 405911.853861
19697 0.786701 1.728950 20.366638 22.095588 363951.084276
19698 0.786791 1.536268 20.759689 22.295957 323390.711393
19699 0.786881 1.351335 21.132646 22.483981 284461.549438
19700 0.786971 1.175092 21.484368 22.659460 247361.769048
19701 0.787062 1.007640 21.815276 22.822917 212112.508926
19702 0.787152 0.850735 22.122649 22.973384 179083.292879
19703 0.787243 0.705370 22.405577 23.110947 148483.360023
19704 0.787333 0.572099 22.663211 23.235310 120429.242600
19705 0.787424 0.451588 22.894725 23.346313 95061.186581
19706 0.787514 0.344597 23.099415 23.444012 72539.128307
19707 0.787605 0.251674 23.276681 23.528355 52978.417404
19708 0.787696 0.173253 23.426010 23.599262 36470.471174
19709 0.787786 0.109629 23.546990 23.656618 23077.319780
19710 0.787877 0.061054 23.639247 23.700301 12852.078537
19711 0.787966 0.028100 23.701931 23.730031 5915.179813
19712 0.788056 0.010213 23.736174 23.746387 2149.972307
19713 0.788145 0.007382 23.741931 23.749313 1553.895351
19714 0.788235 0.019579 23.719200 23.738779 4121.517346
19715 0.788324 0.046696 23.668060 23.714757 9829.756314
19716 0.788414 0.088466 23.588724 23.677190 18622.418016
19717 0.788503 0.144588 23.481545 23.626134 30436.436205
19718 0.788593 0.214705 23.346867 23.561572 45196.276144
19719 0.788682 0.298293 23.185187 23.483480 62791.916366
19720 0.788772 0.394854 22.997064 23.391919 83118.490302
19721 0.788855 0.496043 22.798306 23.294349 104419.085045
19722 0.788939 0.607426 22.577690 23.185116 127865.671027
19723 0.789022 0.728564 22.335827 23.064391 153365.811260
19724 0.789106 0.858813 22.073370 22.932183 180783.763877
19725 0.789189 0.997381 21.791058 22.788440 209952.921654
19726 0.789273 1.143608 21.489687 22.633295 240734.272809
19727 0.789356 1.296861 21.170068 22.466929 272994.592840
19728 0.789439 1.456204 20.833057 22.289262 306537.086158
19729 0.789523 1.620910 20.479587 22.100497 341208.231672
19730 0.789606 1.790232 20.110568 21.900800 376851.338309
19731 0.789685 1.952174 19.751325 21.703499 410940.768597
19732 0.789763 2.116569 19.380128 21.496697 445546.675384
19733 0.789841 2.282759 18.997801 21.280560 480530.165345
19734 0.789920 2.449989 18.605216 21.055205 515732.878699
19735 0.789998 2.617651 18.203235 20.820886 551026.353730
19736 0.790076 2.785034 17.792735 20.577768 586261.182174
19737 0.790154 2.951403 17.374594 20.325997 621282.537597
19738 0.790233 3.116151 16.949705 20.065856 655962.669480
19739 0.790311 3.278413 16.518937 19.797350 690119.513671
19740 0.790389 3.437620 16.083208 19.520828 723633.264817
19741 0.790465 3.587306 15.659608 19.246914 755142.862928
19742 0.790540 3.732843 15.233022 18.965865 785778.982274
19743 0.790615 3.873854 14.804192 18.678046 815462.466608
19744 0.790691 4.009696 14.373905 18.383601 844057.685809
19745 0.790766 4.139986 13.942893 18.082879 871484.257106
19746 0.790842 4.263882 13.511906 17.775788 897564.882658
19747 0.790917 4.381190 13.081680 17.462870 922258.728990
19748 0.790992 4.491564 12.652902 17.144466 945492.925810
19749 0.791068 4.594235 12.226263 16.820498 967105.476144
19750 0.791143 4.688941 11.802444 16.491385 987041.666130
19751 0.791218 4.774714 11.385939 16.160654 1005097.251587
19752 0.791293 4.852226 10.973429 15.825655 1021413.845053
19753 0.791367 4.921275 10.565476 15.486751 1035948.767385
19754 0.791442 4.981451 10.162629 15.144080 1048616.127902
19755 0.791517 5.032068 9.765414 14.797482 1059271.133589
19756 0.791591 5.073303 9.374362 14.447666 1067951.442366
19757 0.791666 5.105463 8.989913 14.095376 1074721.124317
19758 0.791741 5.128327 8.612506 13.740833 1079534.216607
19759 0.791816 5.141526 8.242534 13.384060 1082312.520509
19760 0.791890 5.144909 7.880398 13.025307 1083024.819075
19761 0.791966 5.138958 7.521188 12.660146 1081772.083357
19762 0.792042 5.123340 7.170707 12.294047 1078484.264911
19763 0.792118 5.097607 6.829266 11.926872 1073067.398717
19764 0.792193 5.062277 6.497140 11.559417 1065630.348608
19765 0.792269 5.017375 6.174546 11.191921 1056178.348877
19766 0.792345 4.963188 5.861700 10.824888 1044771.706586
19767 0.792421 4.900360 5.558748 10.459108 1031546.239863
19768 0.792497 4.828907 5.265817 10.094724 1016504.970679
19769 0.792573 4.748825 4.983006 9.731831 999647.412939
19770 0.792648 4.660645 4.710395 9.371040 981085.113111
19771 0.792727 4.561802 4.439952 9.001754 960278.208536
19772 0.792805 4.455024 4.180398 8.635422 937801.167787
19773 0.792883 4.340905 3.931714 8.272620 913778.648823
19774 0.792961 4.220291 3.693842 7.914133 888388.743134
19775 0.793039 4.093187 3.466685 7.559872 861632.826235
19776 0.793118 3.960352 3.250153 7.210505 833670.500781
19777 0.793196 3.822370 3.044084 6.866454 804624.846568
19778 0.793274 3.679255 2.848335 6.527590 774498.542480
19779 0.793352 3.532087 2.662725 6.194812 743518.997523
19780 0.793430 3.381557 2.487039 5.868596 711831.714568
19781 0.793513 3.220367 2.313029 5.533396 677900.584611
19782 0.793595 3.056912 2.149428 5.206340 643492.650221
19783 0.793677 2.891624 1.995919 4.887542 608698.785591
19784 0.793759 2.724983 1.852201 4.577184 573620.245157
19785 0.793841 2.558235 1.717941 4.276176 538519.111903
19786 0.793923 2.391960 1.592784 3.984744 503517.587213
19787 0.794005 2.226473 1.476382 3.702855 468681.787372
19788 0.794087 2.062675 1.368386 3.431061 434201.598819
19789 0.794169 1.901699 1.268426 3.170125 400315.598024
19790 0.794251 1.743937 1.176122 2.920060 367106.055090
