# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
14835 0.477505 3.753914 6.381420 10.135335 790214.534511
14836 0.477553 3.761729 6.556995 10.318724 791859.628478
14837 0.477601 3.766382 6.735120 10.501502 792839.007452
14838 0.477648 3.768439 6.915735 10.684174 793272.121005
14839 0.477696 3.767615 7.098782 10.866397 793098.621651
14840 0.477744 3.763586 7.284181 11.047767 792250.504122
14841 0.477793 3.756525 7.476810 11.233335 790764.033056
14842 0.477842 3.746722 7.671754 11.418476 788700.490503
14843 0.477891 3.733913 7.868932 11.602844 786004.112214
14844 0.477940 3.717982 8.068242 11.786224 782650.742206
14845 0.477989 3.698958 8.269589 11.968547 778646.091255
14846 0.478039 3.676887 8.472864 12.149751 773999.898665
14847 0.478088 3.651967 8.677963 12.329930 768754.279656
14848 0.478137 3.624322 8.884778 12.509101 762934.938224
14849 0.478186 3.593853 9.093205 12.687058 756520.950168
14850 0.478235 3.560404 9.303124 12.863527 749479.780378
14851 0.478286 3.522748 9.523665 13.046413 741553.108474
14852 0.478337 3.482375 9.745570 13.227945 733054.320270
14853 0.478388 3.439246 9.968691 13.407937 723975.626137
14854 0.478440 3.393347 10.192888 13.586234 714313.604574
14855 0.478491 3.344688 10.417999 13.762687 704070.743373
14856 0.478542 3.293748 10.643877 13.937626 693347.737452
14857 0.478593 3.240430 10.870382 14.110812 682123.950904
14858 0.478645 3.184616 11.097345 14.281961 670374.899850
14859 0.478696 3.126786 11.324606 14.451392 658201.483548
14860 0.478747 3.067123 11.552020 14.619143 645642.133568
14861 0.478802 3.000873 11.795217 14.796090 631696.197542
14862 0.478857 2.932451 12.038181 14.970632 617293.163993
14863 0.478911 2.862342 12.280723 15.143065 602534.794502
14864 0.478966 2.790304 12.522647 15.312951 587370.628197
14865 0.479021 2.716587 12.763733 15.480320 571852.823159
14866 0.479076 2.641257 13.003786 15.645043 555995.589209
14867 0.479130 2.564387 13.242577 15.806964 539814.177374
14868 0.479185 2.486591 13.479902 15.966493 523437.723939
14869 0.479240 2.407682 13.715573 16.123255 506827.043596
14870 0.479295 2.327615 13.949355 16.276969 489972.529425
14871 0.479356 2.237906 14.206322 16.444228 471088.487233
14872 0.479416 2.147492 14.460416 16.607908 452055.950025
14873 0.479477 2.056568 14.711356 16.767924 432916.124769
14874 0.479538 1.965597 14.958853 16.924450 413766.274004
14875 0.479599 1.874596 15.202659 17.077254 394610.159184
14876 0.479659 1.783451 15.442468 17.225919 375423.853744
14877 0.479720 1.692801 15.677995 17.370796 356341.692007
14878 0.479781 1.603004 15.908995 17.511999 337438.958547
14879 0.479842 1.514044 16.135214 17.649258 318712.656235
14880 0.479903 1.425867 16.356385 17.782253 300151.000553
14881 0.479973 1.324443 16.607327 17.931770 278800.745081
14882 0.480044 1.225026 16.850633 18.075659 257873.067438
14883 0.480115 1.127834 17.085937 18.213772 237413.812346
14884 0.480186 1.033190 17.312852 18.346042 217490.832318
14885 0.480257 0.941438 17.531034 18.472472 198176.594387
14886 0.480328 0.852653 17.740132 18.592785 179487.001879
14887 0.480398 0.767238 17.939800 18.707038 161506.791241
14888 0.480469 0.685556 18.129743 18.815299 144312.335741
14889 0.480540 0.607625 18.309677 18.917302 127907.649382
14890 0.480611 0.533798 18.479302 19.013100 112366.600535
14891 0.480687 0.458825 18.650803 19.109627 96584.468573
14892 0.480764 0.388962 18.809662 19.198624 81878.220782
14893 0.480840 0.324514 18.955611 19.280125 68311.579825
14894 0.480917 0.265692 19.088402 19.354094 55929.233025
14895 0.480994 0.212604 19.207838 19.420442 44754.004620
14896 0.481070 0.165348 19.313703 19.479051 34806.467046
14897 0.481147 0.124074 19.405823 19.529897 26118.102828
14898 0.481223 0.088915 19.484050 19.572965 18717.024295
14899 0.481300 0.059955 19.548302 19.608256 12620.676957
14900 0.481376 0.037143 19.598518 19.635661 7818.759694
14901 0.481443 0.022403 19.630588 19.652991 4715.952857
14902 0.481509 0.012350 19.652062 19.664412 2599.713316
14903 0.481575 0.006912 19.662967 19.669879 1454.946309
14904 0.481642 0.006070 19.663275 19.669345 1277.685967
14905 0.481708 0.009784 19.653072 19.662855 2059.517530
14906 0.481774 0.018019 19.632347 19.650366 3793.115767
14907 0.481840 0.030667 19.601201 19.631868 6455.469703
14908 0.481907 0.047677 19.559716 19.607393 10036.154705
14909 0.481973 0.068944 19.507970 19.576913 14512.926180
14910 0.482039 0.094338 19.446103 19.540440 19858.437110
14911 0.482096 0.119168 19.385448 19.504616 25085.330066
14912 0.482152 0.146859 19.317619 19.464478 30914.397618
14913 0.482209 0.177355 19.242692 19.420047 37333.875373
14914 0.482265 0.210509 19.160775 19.371284 44313.055936
14915 0.482322 0.246231 19.071983 19.318214 51832.561266
14916 0.482379 0.284456 18.976431 19.260887 59879.151349
14917 0.482435 0.325005 18.874235 19.199240 68414.931949
14918 0.482492 0.367774 18.765550 19.133324 77417.864014
14919 0.482548 0.412740 18.650500 19.063240 86883.472100
14920 0.482605 0.459757 18.529224 18.988981 96780.760207
14921 0.482656 0.504099 18.413884 18.917982 106114.848275
14922 0.482707 0.549825 18.293649 18.843474 115740.498394
14923 0.482759 0.596878 18.168662 18.765540 125645.350974
14924 0.482810 0.645325 18.039032 18.684357 135843.604527
14925 0.482861 0.694935 17.904872 18.599807 146286.725261
14926 0.482913 0.745546 17.766327 18.511873 156940.574181
14927 0.482964 0.797299 17.623527 18.420826 167834.717717
14928 0.483015 0.849977 17.476578 18.326555 178923.638651
14929 0.483067 0.903397 17.325638 18.229034 190168.771126
14930 0.483118 0.957644 17.170830 18.128474 201587.951517
14931 0.483166 1.009222 17.021929 18.031151 212445.341774
14932 0.483214 1.061170 16.869847 17.931017 223380.782349
14933 0.483263 1.113504 16.714712 17.828216 234397.205314
14934 0.483311 1.166108 16.556631 17.722738 245470.495931
14935 0.483359 1.218820 16.395738 17.614558 256566.749651
14936 0.483407 1.271591 16.232153 17.503744 267675.276300
14937 0.483455 1.324356 16.066008 17.390364 278782.540372
14938 0.483504 1.377220 15.897418 17.274639 289910.560822
14939 0.483552 1.429930 15.726495 17.156425 301006.133129
14940 0.483600 1.482169 15.553378 17.035547 312002.798357
14941 0.483647 1.532112 15.385052 16.917164 322515.892233
14942 0.483693 1.581810 15.214923 16.796733 332977.618304
14943 0.483739 1.631187 15.043101 16.674288 343371.700438
14944 0.483786 1.680199 14.869685 16.549884 353688.955192
14945 0.483832 1.728403 14.694786 16.423189 363836.040101
14946 0.483878 1.775813 14.518538 16.294352 373816.118786
14947 0.483925 1.822512 14.341044 16.163556 383646.354715
14948 0.483971 1.868437 14.162422 16.030859 393313.819529
14949 0.484017 1.913660 13.982772 15.896432 402833.318236
14950 0.484064 1.957852 13.802201 15.760053 412136.015283
14951 0.484109 2.000169 13.624541 15.624710 421043.823078
14952 0.484155 2.041670 13.446203 15.487873 429779.932549
14953 0.484200 2.082151 13.267283 15.349434 438301.508530
14954 0.484245 2.121570 13.087883 15.209453 446599.330588
14955 0.484291 2.159749 12.908096 15.067845 454636.094588
14956 0.484336 2.196628 12.728031 14.924659 462399.330141
14957 0.484382 2.232273 12.547782 14.780055 469902.698813
14958 0.484427 2.266659 12.367444 14.634103 477141.093675
14959 0.484472 2.299769 12.187108 14.486877 484110.993646
14960 0.484518 2.331763 12.006864 14.338627 490845.871874
14961 0.484563 2.362203 11.828008 14.190211 497253.641668
14962 0.484608 2.391246 11.649417 14.040663 503367.251974
14963 0.484653 2.418974 11.471160 13.890134 509204.102956
14964 0.484698 2.445083 11.293328 13.738411 514700.156254
14965 0.484743 2.469779 11.116007 13.585786 519898.793437
14966 0.484788 2.493027 10.939266 13.432293 524792.496424
14967 0.484833 2.514657 10.763190 13.277848 529345.847236
14968 0.484879 2.534503 10.587856 13.122359 533523.328272
14969 0.484924 2.552628 10.413355 12.965983 537338.827258
14970 0.484969 2.569312 10.239751 12.809063 540850.961316
14971 0.485014 2.584437 10.065556 12.649993 544034.771657
14972 0.485060 2.597886 9.892424 12.490310 546865.793298
14973 0.485105 2.609865 9.720416 12.330281 549387.437843
14974 0.485151 2.620281 9.549592 12.169873 551580.049435
14975 0.485196 2.629005 9.380014 12.009019 553416.467607
14976 0.485242 2.635980 9.211749 11.847730 554884.782231
14977 0.485287 2.641094 9.044859 11.685953 555961.248254
14978 0.485333 2.644616 8.879411 11.524026 556702.562975
14979 0.485378 2.646550 8.715443 11.361993 557109.718691
14980 0.485424 2.646579 8.553023 11.199601 557115.808352
14981 0.485470 2.644869 8.388032 11.032901 556756.008763
14982 0.485517 2.641549 8.224776 10.866325 556057.028357
14983 0.485564 2.636484 8.063300 10.699784 554990.765061
14984 0.485611 2.629460 7.903658 10.533118 553512.239597
14985 0.485657 2.620701 7.745905 10.366606 551668.538033
14986 0.485704 2.610458 7.590077 10.200535 549512.289809
14987 0.485751 2.598709 7.436211 10.034920 547038.954554
14988 0.485797 2.585185 7.284340 9.869525 544192.244510
14989 0.485844 2.570067 7.134512 9.704579 541009.750060
14990 0.485891 2.553436 6.986747 9.540184 537508.927704
14991 0.485940 2.534273 6.834557 9.368829 533474.898559
14992 0.485988 2.513316 6.684695 9.198010 529063.427516
14993 0.486037 2.490572 6.537200 9.027772 524275.833101
14994 0.486086 2.466192 6.392101 8.858293 519143.674092
14995 0.486135 2.440256 6.249424 8.689680 513684.075655
14996 0.486184 2.412860 6.109190 8.522050 507917.108860
14997 0.486232 2.384123 5.971418 8.355541 501867.886547
14998 0.486281 2.353886 5.836118 8.190004 495502.841180
14999 0.486330 2.322185 5.703315 8.025500 488829.661820
15000 0.486379 2.289231 5.573015 7.862246 481892.673194
15001 0.486431 2.252606 5.436136 7.688743 474182.960005
15002 0.486483 2.214659 5.302148 7.516807 466195.014246
15003 0.486536 2.175447 5.171060 7.346507 457940.689729
15004 0.486588 2.134914 5.042869 7.177782 449408.170849
15005 0.486640 2.092963 4.917586 7.010550 440577.482910
15006 0.486693 2.050075 4.795211 6.845286 431549.247717
15007 0.486745 2.006313 4.675725 6.682038 422337.264971
15008 0.486797 1.961456 4.559121 6.520577 412894.639121
15009 0.486849 1.915640 4.445396 6.361036 403250.155528
15010 0.486902 1.869077 4.334535 6.203612 393448.430199
15011 0.486960 1.816161 4.214265 6.030426 382309.536471
15012 0.487018 1.762417 4.097522 5.859938 370996.018804
15013 0.487077 1.707962 3.984267 5.692229 359533.094020
15014 0.487135 1.652810 3.874480 5.527290 347923.350022
15015 0.487193 1.597212 3.768122 5.365334 336219.759783
15016 0.487252 1.541352 3.665158 5.206510 324461.015727
15017 0.487310 1.485321 3.565543 5.050864 312666.246913
15018 0.487368 1.429032 3.469239 4.898271 300817.172155
15019 0.487427 1.372685 3.376207 4.748892 288955.997793
15020 0.487485 1.316484 3.286397 4.602880 277125.282147
15021 0.487554 1.250088 3.184241 4.434329 263148.714256
15022 0.487623 1.184013 3.086461 4.270474 249239.721818
15023 0.487692 1.118562 2.992967 4.111529 235462.004732
15024 0.487761 1.053838 2.903673 3.957511 221837.329763
15025 0.487830 0.989979 2.818492 3.808471 208394.728333
15026 0.487899 0.927006 2.737340 3.664346 195138.615672
15027 0.487968 0.865283 2.660139 3.525422 182145.712009
15028 0.488037 0.804902 2.586784 3.391686 169435.252817
15029 0.488106 0.745974 2.517201 3.263175 157030.680464
15030 0.488175 0.688593 2.451287 3.139880 144951.614366
15031 0.488250 0.628651 2.384259 3.012909 132333.555269
15032 0.488324 0.570877 2.321283 2.892161 120172.007724
15033 0.488398 0.515231 2.262269 2.777500 108458.264378
15034 0.488473 0.461977 2.207109 2.669086 97248.059792
15035 0.488547 0.411325 2.155701 2.567026 86585.697742
15036 0.488622 0.363390 2.107937 2.471327 76495.165945
15037 0.488696 0.318172 2.063716 2.381888 66976.595599
15038 0.488770 0.275725 2.022948 2.298673 58041.279630
15039 0.488845 0.236174 1.985547 2.221721 49715.596668
15040 0.488919 0.199573 1.951426 2.150999 42010.909465
15041 0.488983 0.170280 1.924490 2.094770 35844.587087
15042 0.489048 0.143292 1.899907 2.043199 30163.606582
15043 0.489112 0.118671 1.877621 1.996292 24980.695502
15044 0.489177 0.096344 1.857586 1.953930 20280.836012
15045 0.489241 0.076316 1.839770 1.916087 16064.911371
15046 0.489305 0.058637 1.824137 1.882775 12343.363450
15047 0.489370 0.043317 1.810647 1.853964 9118.382340
15048 0.489434 0.030361 1.799267 1.829629 6391.221225
15049 0.489498 0.019730 1.789962 1.809692 4153.331170
15050 0.489563 0.011409 1.782715 1.794124 2401.559483
15051 0.489618 0.006080 1.778097 1.784176 1279.796040
15052 0.489674 0.002447 1.774978 1.777425 515.109526
15053 0.489729 0.000500 1.773350 1.773850 105.294088
15054 0.489785 0.000209 1.773199 1.773408 43.922589
15055 0.489840 0.001543 1.774515 1.776058 324.812383
15056 0.489896 0.004475 1.777289 1.781764 941.923973
15057 0.489951 0.008974 1.781513 1.790488 1889.125004
15058 0.490007 0.015016 1.787189 1.802205 3161.027615
15059 0.490062 0.022558 1.794309 1.816867 4748.521944
15060 0.490118 0.031566 1.802874 1.834440 6644.733717
15061 0.490169 0.041039 1.811943 1.852982 8638.924472
15062 0.490219 0.051665 1.822217 1.873881 10875.640732
15063 0.490270 0.063398 1.833695 1.897093 13345.542719
15064 0.490321 0.076216 1.846380 1.922596 16043.847764
15065 0.490371 0.090075 1.860274 1.950349 18961.215043
15066 0.490422 0.104974 1.875379 1.980353 22097.450802
15067 0.490472 0.120884 1.891706 2.012590 25446.523914
15068 0.490523 0.137738 1.909258 2.046996 28994.450541
15069 0.490574 0.155546 1.928040 2.083586 32743.058445
15070 0.490624 0.174176 1.948067 2.122243 36664.800919
15071 0.490672 0.192453 1.968043 2.160497 40512.226145
15072 0.490720 0.211483 1.989132 2.200615 44517.984252
15073 0.490767 0.231176 2.011337 2.242513 48663.425404
15074 0.490815 0.251499 2.034671 2.286170 52941.645271
15075 0.490863 0.272389 2.059136 2.331526 57339.094569
15076 0.490910 0.293867 2.084742 2.378609 61860.328877
15077 0.490958 0.315873 2.111498 2.427371 66492.558399
15078 0.491006 0.338357 2.139412 2.477770 71225.595178
15079 0.491053 0.361358 2.168492 2.529850 76067.310765
15080 0.491101 0.384775 2.198751 2.583526 80996.662086
15081 0.491147 0.407663 2.229023 2.636686 85814.692518
15082 0.491193 0.430847 2.260404 2.691251 90695.089984
15083 0.491239 0.454270 2.292896 2.747166 95625.699681
15084 0.491284 0.477924 2.326509 2.804433 100605.029328
15085 0.491330 0.501815 2.361250 2.863065 105634.132664
15086 0.491376 0.525947 2.397127 2.923073 110713.930894
15087 0.491422 0.550252 2.434149 2.984401 115830.349806
15088 0.491468 0.574627 2.472325 3.046952 120961.320740
15089 0.491514 0.599134 2.511660 3.110794 126120.106064
15090 0.491560 0.623776 2.552167 3.175943 131307.510818
15091 0.491605 0.647923 2.593003 3.240926 136390.472336
15092 0.491650 0.672003 2.634975 3.306978 141459.442463
15093 0.491695 0.696063 2.678083 3.374147 146524.239106
15094 0.491740 0.720076 2.722340 3.442416 151579.026887
15095 0.491785 0.743984 2.767747 3.511731 156611.800652
15096 0.491830 0.767789 2.814310 3.582098 161622.672265
15097 0.491875 0.791561 2.862034 3.653596 166626.964684
15098 0.491920 0.815232 2.910933 3.726165 171609.780587
15099 0.491965 0.838665 2.961007 3.799672 176542.474273
15100 0.492010 0.861898 3.012259 3.874157 181433.187742
15101 0.492055 0.884734 3.064487 3.949221 186240.258680
15102 0.492099 0.907204 3.117887 4.025091 190970.183622
15103 0.492144 0.929322 3.172459 4.101781 195626.105017
15104 0.492189 0.951220 3.228205 4.179425 200235.832080
15105 0.492234 0.972821 3.285131 4.257952 204782.874490
15106 0.492279 0.993964 3.343234 4.337198 209233.508073
15107 0.492323 1.014784 3.402515 4.417298 213616.187328
15108 0.492368 1.035338 3.462975 4.498313 217942.886099
15109 0.492413 1.055463 3.524620 4.580083 222179.318866
15110 0.492458 1.075139 3.587446 4.662585 226321.299780
15111 0.492503 1.094554 3.652174 4.746729 230408.266780
15112 0.492548 1.113460 3.718104 4.831564 234388.018803
15113 0.492594 1.131933 3.785233 4.917166 238276.619824
15114 0.492639 1.149937 3.853560 5.003497 242066.464635
15115 0.492684 1.167466 3.923083 5.090549 245756.528813
15116 0.492730 1.184318 3.993798 5.178116 249303.818751
15117 0.492775 1.200543 4.065691 5.266234 252719.229212
15118 0.492820 1.216359 4.138760 5.355119 256048.563717
15119 0.492866 1.231469 4.213005 5.444473 259229.244710
15120 0.492911 1.245892 4.288406 5.534297 262265.399761
15121 0.492957 1.260236 4.367162 5.627398 265284.953283
15122 0.493004 1.273916 4.447132 5.721048 268164.591113
15123 0.493051 1.286765 4.528301 5.815066 270869.437618
15124 0.493097 1.298965 4.610652 5.909617 273437.585434
15125 0.493144 1.310561 4.694182 6.004744 275878.605614
15126 0.493190 1.321540 4.778875 6.100414 278189.630818
15127 0.493237 1.331811 4.864725 6.196536 280351.703345
15128 0.493284 1.341325 4.951710 6.293035 282354.553411
15129 0.493330 1.350166 5.039822 6.389988 284215.651373
15130 0.493377 1.358308 5.129038 6.487346 285929.538384
15131 0.493426 1.366046 5.223835 6.589880 287558.327735
15132 0.493475 1.372789 5.319806 6.692595 288977.877779
