# CORRECTED Energy tracking following working EnergyContributionTracker pattern
# Output period: 10 steps
# All energies in Hartree (atomic units)
# Column definitions:
#   time(ps): simulation time in picoseconds
#   timestep: simulation timestep number
#   harmonic_energy: harmonic bond potential energy
#   lj_energy: Lennard-Jones potential energy
#   ewald_short_energy: short-range Coulomb energy
#   ewald_long_energy: long-range Coulomb energy
#   cavity_harmonic_energy: cavity harmonic potential energy
#   cavity_coupling_energy: cavity-molecule coupling energy
#   cavity_dipole_self_energy: dipole self-energy
#   cavity_total_potential_energy: total cavity potential energy
#   molecular_kinetic_energy: molecular kinetic energy
#   cavity_kinetic_energy: cavity kinetic energy
#   total_kinetic_energy: total kinetic energy
#   total_potential_energy: total potential energy
#   system_total_energy: total system energy (KE + PE)
#   molecular_reservoir_energy: molecular reservoir energy
#   cavity_reservoir_energy: cavity reservoir energy
#   total_reservoir_energy: total reservoir energy
#   universe_total_energy: universe total energy (system + reservoir) [CONSERVED]
#   temperature: kinetic temperature (K)
time(ps) timestep harmonic_energy lj_energy ewald_short_energy ewald_long_energy cavity_harmonic_energy cavity_coupling_energy cavity_dipole_self_energy cavity_total_potential_energy molecular_kinetic_energy cavity_kinetic_energy total_kinetic_energy total_potential_energy system_total_energy molecular_reservoir_energy cavity_reservoir_energy total_reservoir_energy universe_total_energy temperature
0.549647 16090 1.780292 -0.644482 -0.297934 -0.377375 13.137922 -19.440810 7.195946 0.893058 2.048051 5.231824 7.279875 1.353558 8.633433 0.355406 0.381360 0.736766 9.370199 287.415532
0.550300 16100 1.761225 -0.643230 -0.299066 -0.378600 9.245644 -17.009546 7.828964 0.065062 2.206934 5.920040 8.126973 0.505390 8.632364 0.355058 0.382961 0.738020 9.370383 309.712455
0.550954 16110 1.617622 -0.642048 -0.299985 -0.379679 5.958022 -14.179237 8.444405 0.223190 2.328295 5.782550 8.110845 0.519100 8.629946 0.355637 0.384585 0.740222 9.370168 326.743886
0.551625 16120 1.368045 -0.641093 -0.300539 -0.380475 3.444082 -11.119159 8.986738 1.311660 2.432236 4.838448 7.270683 1.357597 8.628281 0.355618 0.386327 0.741945 9.370226 341.330498
0.552326 16130 1.074169 -0.640563 -0.300544 -0.380824 1.748667 -8.095971 9.388270 3.040966 2.537141 3.295765 5.832906 2.793204 8.626110 0.355138 0.389464 0.744603 9.370713 356.052468
0.553062 16140 0.857986 -0.640679 -0.299816 -0.380546 0.796291 -5.514766 9.569396 4.850921 2.637831 1.599952 4.237783 4.387867 8.625650 0.355755 0.389486 0.745241 9.370891 370.182945
0.553826 16150 0.878926 -0.641585 -0.298275 -0.379527 0.388988 -3.835769 9.468743 6.021961 2.692738 0.350758 3.043496 5.581500 8.624996 0.356439 0.389803 0.746241 9.371238 377.888400
0.554599 16160 1.240183 -0.643204 -0.296067 -0.377838 0.310526 -3.359439 9.086766 6.037853 2.638357 0.024616 2.662973 5.960927 8.623899 0.357686 0.389642 0.747328 9.371227 370.256724
0.555315 16170 1.843422 -0.645108 -0.293710 -0.375880 0.463971 -3.979141 8.538295 5.023125 2.468728 0.602525 3.071252 5.551850 8.623102 0.358024 0.389932 0.747957 9.371058 346.451624
0.555974 16180 2.499879 -0.646979 -0.291550 -0.373964 0.882232 -5.288104 7.934356 3.528485 2.246072 1.660793 3.906865 4.715870 8.622735 0.357785 0.390371 0.748156 9.370891 315.204952
0.556588 16190 3.045126 -0.648662 -0.289775 -0.372281 1.648435 -6.955732 7.345628 2.038331 2.053283 2.795549 4.848832 3.772739 8.621571 0.357920 0.391289 0.749209 9.370780 288.149773
0.557176 16200 3.372744 -0.650114 -0.288465 -0.370929 2.838144 -8.787594 6.807037 0.857586 1.964418 3.734679 5.699097 2.920822 8.619919 0.358455 0.392504 0.750959 9.370878 275.678775
0.557749 16210 3.422477 -0.651320 -0.287669 -0.369978 4.493486 -10.672954 6.340073 0.160605 2.036323 4.308273 6.344596 2.274115 8.618711 0.359123 0.392680 0.751803 9.370514 285.769650
0.558318 16220 3.182031 -0.652254 -0.287421 -0.369485 6.605271 -12.549008 5.961269 0.017531 2.299580 4.428138 6.727719 1.890403 8.618121 0.359282 0.393283 0.752565 9.370687 322.714157
0.558894 16230 2.691717 -0.652853 -0.287748 -0.369498 9.114829 -14.394363 5.683236 0.403703 2.748082 4.083001 6.831083 1.785321 8.616404 0.359955 0.394322 0.754277 9.370681 385.655148
0.559487 16240 2.047324 -0.652989 -0.288677 -0.370067 11.908974 -16.214813 5.519447 1.213608 3.335122 3.331599 6.666721 1.949199 8.615920 0.360559 0.394045 0.754603 9.370523 468.038032
0.560114 16250 1.409201 -0.652431 -0.290250 -0.371254 14.803021 -18.028313 5.489308 2.264016 3.960111 2.296370 6.256481 2.359282 8.615763 0.360856 0.394168 0.755024 9.370787 555.746563
0.560795 16260 1.017600 -0.650802 -0.292526 -0.373135 17.496591 -19.838497 5.623976 3.282071 4.450830 1.181773 5.632603 2.983210 8.615812 0.361051 0.394066 0.755117 9.370929 624.612154
0.561532 16270 1.174580 -0.647693 -0.295461 -0.375699 19.467194 -21.536874 5.957413 3.887733 4.559778 0.311120 4.870897 3.743459 8.614357 0.362368 0.394218 0.756586 9.370943 639.901457
0.562258 16280 1.964648 -0.643376 -0.298597 -0.378542 20.165916 -22.815700 6.454278 3.804494 4.165008 0.000547 4.165555 4.448627 8.614182 0.362688 0.394093 0.756781 9.370963 584.501016
0.562903 16290 3.041003 -0.638870 -0.301380 -0.381134 19.700519 -23.494165 7.005395 3.211749 3.488618 0.193811 3.682429 4.931368 8.613797 0.363239 0.393973 0.757212 9.371009 489.579058
0.563487 16300 4.085994 -0.634728 -0.303734 -0.383381 18.490010 -23.643597 7.559083 2.405496 2.788218 0.655815 3.444033 5.169648 8.613680 0.363675 0.393726 0.757401 9.371081 391.287592
0.564037 16310 4.908460 -0.631238 -0.305673 -0.385286 16.819772 -23.333459 8.092938 1.579250 2.235146 1.213186 3.448332 5.165514 8.613846 0.363839 0.393383 0.757222 9.371068 313.671652
0.564566 16320 5.383729 -0.628607 -0.307185 -0.386839 14.890663 -22.613995 8.586167 0.862834 1.947385 1.741620 3.689005 4.923932 8.612937 0.364524 0.393710 0.758234 9.371171 273.288457
0.565085 16330 5.446961 -0.626958 -0.308245 -0.388019 12.855016 -21.534546 9.018850 0.339320 1.995715 2.153679 4.149394 4.463060 8.612454 0.364738 0.393749 0.758487 9.370942 280.070902
0.565600 16340 5.093061 -0.626325 -0.308815 -0.388797 10.833466 -20.151288 9.371043 0.053221 2.398125 2.392015 4.790141 3.822345 8.612485 0.365052 0.393393 0.758445 9.370931 336.543586
0.566120 16350 4.379630 -0.626658 -0.308854 -0.389142 8.920058 -18.530049 9.623599 0.013607 3.117701 2.425740 5.543442 3.068582 8.612024 0.365213 0.393804 0.759017 9.371041 437.526077
0.566653 16360 3.421396 -0.627842 -0.308316 -0.389017 7.174769 -16.735062 9.759050 0.198758 4.063820 2.250901 6.314721 2.294979 8.609700 0.366564 0.394763 0.761327 9.371027 570.300695
0.567212 16370 2.394825 -0.629725 -0.307135 -0.388368 5.640459 -14.836945 9.757834 0.561349 5.090692 1.885684 6.976377 1.630945 8.607322 0.367603 0.395738 0.763342 9.370663 714.407932
0.567814 16380 1.553426 -0.632127 -0.305224 -0.387118 4.349272 -12.919952 9.596554 1.025874 5.978286 1.374006 7.352292 1.254830 8.607122 0.367640 0.395949 0.763589 9.370711 838.969338
0.568472 16390 1.245151 -0.634797 -0.302519 -0.385194 3.342769 -11.121734 9.253274 1.474309 6.411049 0.799987 7.211035 1.396950 8.607985 0.367438 0.395091 0.762529 9.370515 899.701627
0.569176 16400 1.793049 -0.637360 -0.299180 -0.382674 2.675533 -9.670950 8.742527 1.747110 6.076625 0.309327 6.385952 2.220945 8.606897 0.368709 0.395100 0.763809 9.370706 852.769884
0.569818 16410 2.989610 -0.639338 -0.296009 -0.380155 2.372109 -8.819726 8.201912 1.754295 5.122812 0.055205 5.178017 3.428403 8.606420 0.369647 0.394870 0.764518 9.370938 718.915487
0.570386 16420 4.353280 -0.640879 -0.293333 -0.377916 2.310280 -8.438233 7.708653 1.580699 3.981998 0.002087 3.984085 4.621852 8.605937 0.370287 0.394876 0.765163 9.371100 558.818042
0.570909 16430 5.592795 -0.642268 -0.291138 -0.375968 2.409227 -8.370305 7.273154 1.312076 2.931417 0.078736 3.010154 5.595497 8.605650 0.370569 0.395019 0.765587 9.371238 411.383690
0.571408 16440 6.529022 -0.643710 -0.289403 -0.374309 2.637993 -8.529160 6.896421 1.005254 2.144931 0.232638 2.377569 6.226854 8.604423 0.371522 0.395426 0.766948 9.371371 301.011295
0.571895 16450 7.040829 -0.645338 -0.288127 -0.372946 2.987351 -8.866352 6.580428 0.701427 1.744017 0.423769 2.167786 6.435846 8.603632 0.372114 0.395670 0.767784 9.371417 244.748580
0.572378 16460 7.059453 -0.647219 -0.287318 -0.371898 3.458477 -9.355115 6.327527 0.430889 1.799978 0.619514 2.419492 6.183907 8.603399 0.372317 0.395646 0.767963 9.371362 252.601957
0.572865 16470 6.570252 -0.649348 -0.286993 -0.371189 4.056653 -9.981842 6.141166 0.215978 2.332056 0.791885 3.123940 5.478700 8.602640 0.372713 0.395989 0.768702 9.371343 327.271590
0.573364 16480 5.620456 -0.651635 -0.287169 -0.370848 4.788874 -10.743286 6.025889 0.071477 3.301593 0.918471 4.220064 4.382280 8.602344 0.372513 0.396298 0.768812 9.371156 463.332684
0.573883 16490 4.332079 -0.653887 -0.287870 -0.370910 5.660783 -11.643874 5.988069 0.004977 4.595281 0.981748 5.577029 3.024389 8.601418 0.373126 0.396479 0.769604 9.371023 644.883846
0.574430 16500 2.917387 -0.655788 -0.289115 -0.371412 6.673384 -12.693225 6.036114 0.016273 6.013960 0.968680 6.982640 1.617344 8.599984 0.373724 0.397120 0.770844 9.370828 843.975767
0.575022 16510 1.684727 -0.656890 -0.290933 -0.372401 7.827476 -13.912417 6.182112 0.097170 7.264045 0.873122 8.137167 0.461673 8.598839 0.373609 0.398253 0.771863 9.370702 1019.407746
0.575683 16520 1.071881 -0.656551 -0.293358 -0.373935 9.114564 -15.328101 6.444520 0.230983 7.922206 0.697125 8.619331 -0.020979 8.598351 0.373961 0.398274 0.772235 9.370587 1111.771477
0.576411 16530 1.589999 -0.654110 -0.296224 -0.375938 10.418518 -16.861126 6.822102 0.379495 7.486285 0.467327 7.953613 0.643222 8.596835 0.375556 0.398229 0.773785 9.370620 1050.596139
0.577076 16540 3.046939 -0.650318 -0.298755 -0.377844 11.416125 -18.145283 7.210551 0.481394 6.127001 0.269300 6.396301 2.201415 8.597716 0.375294 0.397905 0.773198 9.370915 859.839450
0.577643 16550 4.712663 -0.646496 -0.300661 -0.379369 12.064315 -19.076581 7.541773 0.529508 4.546195 0.134330 4.680525 3.915645 8.596170 0.376924 0.398048 0.774972 9.371142 637.995243
0.578155 16560 6.226311 -0.643148 -0.302071 -0.380565 12.463176 -19.739493 7.816997 0.540680 3.103880 0.050934 3.154815 5.441207 8.596021 0.377408 0.397879 0.775287 9.371309 435.586458
0.578636 16570 7.396340 -0.640544 -0.303061 -0.381473 12.666790 -20.178904 8.038094 0.525981 1.989656 0.008793 1.998449 6.597243 8.595692 0.377845 0.397917 0.775762 9.371454 279.220580
0.579100 16580 8.102710 -0.638852 -0.303667 -0.382109 12.703850 -20.415197 8.204085 0.492738 1.323580 0.001261 1.324841 7.270819 8.595660 0.377960 0.397907 0.775867 9.371528 185.746042
0.579556 16590 8.280669 -0.638152 -0.303906 -0.382480 12.592223 -20.459194 8.313265 0.446293 1.170346 0.022766 1.193112 7.402425 8.595536 0.378166 0.397836 0.776002 9.371539 164.241760
0.580012 16600 7.914895 -0.638431 -0.303785 -0.382590 12.342830 -20.316093 8.363815 0.390552 1.547001 0.068499 1.615500 6.980641 8.596141 0.377592 0.397773 0.775365 9.371506 217.100108
0.580474 16610 7.039817 -0.639597 -0.303305 -0.382440 11.962760 -19.988097 8.353965 0.328628 2.418648 0.134013 2.552660 6.043103 8.595764 0.377989 0.397657 0.775647 9.371410 339.423588
0.580951 16620 5.741271 -0.641478 -0.302457 -0.382027 11.454003 -19.473205 8.282038 0.262835 3.702271 0.215063 3.917334 4.678144 8.595478 0.378285 0.397487 0.775772 9.371250 519.562294
0.581453 16630 4.165829 -0.643826 -0.301222 -0.381348 10.813453 -18.764403 8.146157 0.195207 5.253112 0.306878 5.559990 3.034640 8.594631 0.378897 0.397544 0.776440 9.371071 737.201307
0.581998 16640 2.538228 -0.646307 -0.299562 -0.380392 10.028214 -17.843957 7.943534 0.127790 6.850046 0.404244 7.254291 1.339758 8.594048 0.379136 0.397751 0.776887 9.370935 961.308832
0.582616 16650 1.213820 -0.648447 -0.297409 -0.379141 9.069787 -16.675561 7.669854 0.064080 8.141278 0.498891 8.640170 -0.047097 8.593073 0.379671 0.397862 0.777533 9.370606 1142.515286
0.583354 16660 0.805975 -0.649459 -0.294686 -0.377602 7.894031 -15.204957 7.324838 0.013912 8.520039 0.572816 9.092855 -0.501860 8.590994 0.381467 0.398223 0.779690 9.370685 1195.669106
0.584173 16670 1.976854 -0.648375 -0.291849 -0.376118 6.643011 -13.620522 6.982534 0.005024 7.339156 0.585628 7.924784 0.665535 8.590319 0.382349 0.398353 0.780702 9.371021 1029.948503
0.584833 16680 3.798566 -0.646166 -0.289985 -0.375284 5.735154 -12.471051 6.779818 0.043922 5.521205 0.536710 6.057915 2.531053 8.588967 0.384105 0.398290 0.782395 9.371363 774.824370
0.585388 16690 5.502979 -0.643855 -0.288868 -0.374925 5.068582 -11.635479 6.679838 0.112941 3.822953 0.457533 4.280487 4.308273 8.588759 0.384698 0.398067 0.782765 9.371524 536.498401
0.585894 16700 6.858958 -0.641776 -0.288295 -0.374909 4.551875 -11.001082 6.653968 0.204761 2.467816 0.361844 2.829660 5.758740 8.588400 0.385007 0.398364 0.783372 9.371771 346.323740
0.586373 16710 7.738190 -0.640114 -0.288190 -0.375181 4.150753 -10.527924 6.690718 0.313547 1.579591 0.260537 1.840128 6.748251 8.588380 0.384873 0.398514 0.783387 9.371767 221.673693
0.586836 16720 8.082515 -0.638963 -0.288513 -0.375709 3.847159 -10.197815 6.783835 0.433179 1.212446 0.163564 1.376010 7.212509 8.588520 0.384768 0.398535 0.783303 9.371822 170.150008
0.587294 16730 7.886582 -0.638345 -0.289238 -0.376468 3.632213 -10.005490 6.929474 0.556197 1.368945 0.080724 1.449669 7.138728 8.588397 0.384903 0.398523 0.783426 9.371824 192.112407
0.587753 16740 7.192379 -0.638220 -0.290346 -0.377440 3.503498 -9.955143 7.124913 0.673268 2.006047 0.022610 2.028657 6.559642 8.588299 0.384784 0.398683 0.783467 9.371766 281.520843
0.588222 16750 6.087009 -0.638494 -0.291820 -0.378607 3.464714 -10.059812 7.367953 0.772854 3.035068 0.001363 3.036431 5.550942 8.587373 0.385613 0.398656 0.784269 9.371642 425.929684
0.588707 16760 4.704376 -0.639027 -0.293642 -0.379949 3.527756 -10.343337 7.656162 0.840580 4.324084 0.029848 4.353933 4.232338 8.586271 0.386597 0.398628 0.785225 9.371495 606.825148
0.589222 16770 3.230531 -0.639628 -0.295791 -0.381444 3.717595 -10.845307 7.986247 0.858535 5.691429 0.122458 5.813888 2.772203 8.586091 0.386539 0.398731 0.785270 9.371361 798.713023
0.589785 16780 1.921960 -0.640057 -0.298232 -0.383051 4.082576 -11.629719 8.351683 0.804540 6.885516 0.294840 7.180356 1.405161 8.585517 0.386856 0.398774 0.785629 9.371146 966.286477
0.590424 16790 1.140733 -0.640012 -0.300891 -0.384693 4.719232 -12.803328 8.736760 0.652663 7.555548 0.560717 8.116265 0.467801 8.584065 0.387922 0.399062 0.786984 9.371049 1060.316171
0.591158 16800 1.366262 -0.639225 -0.303454 -0.386120 5.770177 -14.455623 9.083803 0.398357 7.245875 0.899678 8.145553 0.435820 8.581374 0.389583 0.400081 0.789664 9.371038 1016.857891
0.591872 16810 2.570253 -0.638079 -0.305130 -0.386837 7.134337 -16.253936 9.269799 0.150201 6.009472 1.181135 7.190607 1.390408 8.581015 0.390588 0.399750 0.790338 9.371352 843.345886
0.592497 16820 4.033074 -0.637336 -0.305759 -0.386813 8.586832 -17.850070 9.279444 0.016207 4.544725 1.317166 5.861891 2.719373 8.581264 0.390706 0.399485 0.790191 9.371455 637.788990
0.593065 16830 5.310205 -0.637361 -0.305590 -0.386227 10.064149 -19.197571 9.155081 0.021659 3.266183 1.312780 4.578963 4.002685 8.581648 0.390212 0.399967 0.790179 9.371827 458.363348
0.593599 16840 6.186391 -0.638296 -0.304797 -0.385197 11.520626 -20.281260 8.927523 0.166889 2.366165 1.188682 3.554847 5.024990 8.579836 0.391420 0.400621 0.792040 9.371877 332.058315
0.594110 16850 6.568757 -0.640138 -0.303502 -0.383807 12.901669 -21.086035 8.621119 0.436753 1.926677 0.975163 2.901840 5.678062 8.579902 0.391328 0.400622 0.791949 9.371851 270.382373
0.594609 16860 6.451323 -0.642792 -0.301794 -0.382118 14.152566 -21.604066 8.255563 0.804063 1.943940 0.707059 2.651000 5.928682 8.579681 0.391316 0.400887 0.792204 9.371885 272.805018
0.595105 16870 5.888456 -0.646091 -0.299743 -0.380181 15.210115 -21.828796 7.848527 1.229845 2.361388 0.426684 2.788073 5.792286 8.580358 0.390361 0.401199 0.791560 9.371919 331.388052
0.595607 16880 4.982162 -0.649828 -0.297403 -0.378038 16.004578 -21.756198 7.415963 1.664343 3.077146 0.182326 3.259472 5.321235 8.580708 0.390082 0.401026 0.791108 9.371815 431.834661
0.596122 16890 3.875036 -0.653768 -0.294817 -0.375733 16.454890 -21.382245 6.973525 2.046170 3.956153 0.027375 3.983528 4.596888 8.580416 0.390228 0.401066 0.791294 9.371709 555.191079
0.596665 16900 2.746634 -0.657656 -0.292023 -0.373310 16.463772 -20.699478 6.537336 2.301631 4.832290 0.022108 4.854397 3.725276 8.579674 0.390835 0.401112 0.791946 9.371620 678.144706
0.597249 16910 1.818790 -0.661198 -0.289064 -0.370836 15.908377 -19.693091 6.127793 2.343079 5.507014 0.231956 5.738970 2.840771 8.579741 0.390808 0.400948 0.791757 9.371497 772.832850
0.597895 16920 1.357139 -0.664018 -0.286042 -0.368443 14.648585 -18.346678 5.777370 2.079276 5.750320 0.712113 6.462433 2.117913 8.580345 0.389744 0.401417 0.791161 9.371506 806.977454
0.598597 16930 1.591903 -0.665621 -0.283255 -0.366442 12.650065 -16.704027 5.542930 1.488968 5.377881 1.436333 6.814214 1.765553 8.579767 0.389989 0.401823 0.791812 9.371579 754.710872
0.599277 16940 2.385530 -0.665764 -0.281266 -0.365279 10.337870 -15.023520 5.479254 0.793604 4.550156 2.162252 6.712408 1.866826 8.579233 0.390365 0.401758 0.792124 9.371357 638.551169
0.599898 16950 3.315177 -0.664859 -0.280199 -0.364976 8.140524 -13.450751 5.567890 0.257663 3.642713 2.673644 6.316357 2.262806 8.579163 0.390862 0.401460 0.792321 9.371484 511.204192
0.600478 16960 4.095455 -0.663313 -0.279934 -0.365384 6.202164 -11.969027 5.777613 0.010750 2.885749 2.895811 5.781560 2.797573 8.579133 0.391329 0.401221 0.792550 9.371683 404.974818
0.601037 16970 4.571907 -0.661359 -0.280380 -0.366392 4.576422 -10.557314 6.089258 0.108366 2.392119 2.813949 5.206068 3.372142 8.578210 0.391636 0.401685 0.793321 9.371531 335.700655
0.601585 16980 4.676263 -0.659121 -0.281477 -0.367921 3.276993 -9.212766 6.490471 0.554697 2.200243 2.455039 4.655282 3.922441 8.577723 0.391996 0.402022 0.794018 9.371741 308.773531
0.602133 16990 4.406340 -0.656674 -0.283170 -0.369896 2.297923 -7.963353 6.969089 1.303658 2.294519 1.881675 4.176193 4.400258 8.576452 0.392727 0.402521 0.795248 9.371700 322.003803
0.602688 17000 3.821911 -0.654062 -0.285386 -0.372230 1.614419 -6.869885 7.508803 2.253337 2.612915 1.199271 3.812187 4.763569 8.575756 0.393387 0.402610 0.795997 9.371753 366.686380
0.603258 17010 3.035070 -0.651319 -0.288036 -0.374825 1.186068 -6.024948 8.088713 3.249833 3.057246 0.548143 3.605389 4.970723 8.576113 0.393368 0.402312 0.795681 9.371794 429.042037
0.603854 17020 2.198128 -0.648483 -0.290998 -0.377564 0.973093 -5.561478 8.680137 4.091752 3.504412 0.098005 3.602417 4.972835 8.575252 0.393947 0.402607 0.796555 9.371807 491.795573
0.604490 17030 1.492344 -0.645641 -0.294107 -0.380292 0.961781 -5.665959 9.241023 4.536845 3.822313 0.042320 3.864633 4.709149 8.573782 0.395370 0.402636 0.798006 9.371788 536.408511
0.605181 17040 1.113942 -0.643009 -0.297079 -0.382761 1.207383 -6.576926 9.701551 4.332008 3.888415 0.560999 4.449414 4.123101 8.572515 0.396245 0.402968 0.799213 9.371728 545.685006
0.605927 17050 1.200486 -0.641006 -0.299467 -0.384603 1.886336 -8.490107 9.961560 3.357789 3.643254 1.694985 5.338239 3.233199 8.571438 0.396857 0.403354 0.800212 9.371649 511.280006
0.606660 17060 1.655544 -0.640156 -0.300741 -0.385426 3.177274 -11.148950 9.940591 1.968915 3.202699 3.069348 6.272048 2.298136 8.570183 0.397107 0.404217 0.801323 9.371507 449.454350
0.607343 17070 2.193465 -0.640473 -0.300897 -0.385286 5.116847 -14.040641 9.677919 0.754125 2.761932 4.184800 6.946732 1.620935 8.567668 0.397874 0.405560 0.803434 9.371102 387.598807
0.607981 17080 2.607651 -0.641673 -0.300199 -0.384431 7.644731 -16.814253 9.252022 0.082499 2.427964 4.774655 7.202619 1.363847 8.566465 0.398059 0.406823 0.804882 9.371347 340.731025
0.608598 17090 2.808435 -0.643491 -0.298871 -0.383051 10.685995 -19.305865 8.720297 0.100427 2.221753 4.759157 6.980910 1.583449 8.564359 0.398697 0.408169 0.806866 9.371225 311.792229
0.609209 17100 2.769576 -0.645696 -0.297075 -0.381283 14.090574 -21.392644 8.128653 0.826583 2.130424 4.160919 6.291344 2.272105 8.563449 0.398956 0.408947 0.807902 9.371351 298.975437
0.609827 17110 2.514168 -0.648075 -0.294951 -0.379247 17.599505 -22.976320 7.521210 2.144395 2.119858 3.105462 5.225320 3.336289 8.561609 0.399200 0.410701 0.809901 9.371510 297.492612
0.610458 17120 2.107418 -0.650439 -0.292632 -0.377064 20.847977 -23.996679 6.940822 3.792119 2.148325 1.833381 3.981707 4.579402 8.561109 0.399132 0.411229 0.810361 9.371470 301.487631
0.611116 17130 1.642723 -0.652639 -0.290239 -0.374852 23.386190 -24.433210 6.427898 5.380878 2.178625 0.676560 2.855184 5.705871 8.561055 0.399629 0.411089 0.810719 9.371774 305.739711
0.611811 17140 1.228421 -0.654552 -0.287909 -0.372755 24.679383 -24.285847 6.026524 6.420059 2.193939 0.033557 2.227496 6.333264 8.560760 0.399841 0.411378 0.811219 9.371979 307.888813
0.612551 17150 0.966096 -0.656049 -0.285837 -0.370974 24.199262 -23.564566 5.787844 6.422540 2.204018 0.280948 2.484965 6.075776 8.560741 0.399974 0.411196 0.811171 9.371912 309.303280
0.613338 17160 0.909079 -0.656986 -0.284267 -0.369753 21.663473 -22.265419 5.764060 5.162114 2.240998 1.558901 3.799899 4.760186 8.560085 0.399629 0.411827 0.811456 9.371542 314.492893
0.614130 17170 1.019736 -0.657189 -0.283496 -0.369343 17.549450 -20.442431 5.981472 3.088492 2.319234 3.442661 5.761895 2.798200 8.560095 0.399254 0.411829 0.811083 9.371178 325.472208
0.614924 17180 1.192354 -0.656586 -0.283614 -0.369780 12.740150 -18.080071 6.425393 1.085473 2.402793 5.188769 7.591562 0.967846 8.559408 0.399753 0.411559 0.811312 9.370720 337.198584
0.615697 17190 1.328073 -0.655215 -0.284557 -0.370941 8.284277 -15.270841 7.037579 0.051015 2.418288 6.070494 8.488782 0.068375 8.557157 0.400803 0.412644 0.813447 9.370604 339.373158
0.616446 17200 1.383309 -0.653271 -0.286103 -0.372568 4.808462 -12.184901 7.740108 0.363670 2.311091 5.809022 8.120113 0.435036 8.555150 0.402024 0.413194 0.815219 9.370368 324.329544
0.617182 17210 1.361788 -0.651059 -0.287977 -0.374385 2.464965 -9.053672 8.455876 1.867169 2.079753 4.557851 6.637604 1.915535 8.553140 0.402252 0.415570 0.817822 9.370961 291.864458
0.617907 17220 1.290255 -0.649029 -0.289846 -0.376078 1.138387 -6.235087 9.094075 3.997375 1.783111 2.797424 4.580536 3.972676 8.553212 0.401934 0.416099 0.818033 9.371245 250.234908
0.618631 17230 1.199733 -0.647653 -0.291406 -0.377377 0.519783 -4.068769 9.577305 6.028319 1.516241 1.125378 2.641619 5.911615 8.553235 0.402292 0.416141 0.818433 9.371668 212.783407
0.619371 17240 1.115824 -0.647389 -0.292376 -0.378041 0.302743 -2.884763 9.834188 7.252169 1.385369 0.117255 1.502624 7.050188 8.552811 0.402689 0.416447 0.819136 9.371947 194.417294
0.620130 17250 1.058367 -0.648574 -0.292508 -0.377865 0.302782 -2.958878 9.804019 7.147923 1.469261 0.195503 1.664764 6.887344 8.552108 0.403392 0.416472 0.819864 9.371972 206.190390
0.620903 17260 1.039711 -0.651197 -0.291689 -0.376777 0.556150 -4.353613 9.468776 5.671313 1.765138 1.394587 3.159724 5.391360 8.551085 0.403577 0.416966 0.820544 9.371628 247.712586
0.621688 17270 1.062647 -0.654826 -0.290005 -0.374885 1.348423 -6.847605 8.869161 3.369979 2.164919 3.269700 5.434619 3.112909 8.547529 0.404418 0.418909 0.823327 9.370855 303.816338
0.622486 17280 1.119964 -0.658749 -0.287705 -0.372444 3.104970 -10.018414 8.091796 1.178352 2.501888 5.062748 7.564636 0.979418 8.544054 0.404728 0.421575 0.826302 9.370356 351.105150
0.623284 17290 1.192255 -0.662121 -0.285198 -0.369865 6.089202 -13.300582 7.268011 0.056631 2.623617 5.986314 8.609931 -0.068299 8.541632 0.404954 0.423873 0.828828 9.370460 368.188168
0.624063 17300 1.254168 -0.664340 -0.282918 -0.367586 10.107294 -16.214420 6.529395 0.422269 2.496536 5.683194 8.179730 0.361592 8.541322 0.404971 0.424142 0.829113 9.370435 350.354201
0.624816 17310 1.289986 -0.665245 -0.281155 -0.365893 14.576229 -18.562559 5.956516 1.970186 2.214407 4.378226 6.592633 1.947880 8.540513 0.405498 0.424788 0.830286 9.370799 310.761201
0.625552 17320 1.302249 -0.664939 -0.280044 -0.364919 18.799698 -20.372989 5.580140 4.006849 1.920214 2.621046 4.541261 3.999196 8.540456 0.406128 0.424601 0.830729 9.371186 269.475401
0.626282 17330 1.310551 -0.663575 -0.279659 -0.364731 22.091022 -21.733285 5.412623 5.770360 1.741116 1.026563 2.767679 5.772948 8.540627 0.406231 0.424684 0.830916 9.371543 244.341507
0.627012 17340 1.345335 -0.661280 -0.280046 -0.365357 23.866590 -22.694830 5.461311 6.633071 1.751199 0.118648 1.869847 6.671723 8.541570 0.405905 0.424212 0.830117 9.371687 245.756461
0.627735 17350 1.433178 -0.658193 -0.281201 -0.366759 23.810138 -23.229995 5.723214 6.303356 1.945730 0.165105 2.110835 6.430381 8.541215 0.406022 0.424431 0.830452 9.371668 273.056192
0.628448 17360 1.578648 -0.654454 -0.283046 -0.368821 22.034865 -23.257660 6.178631 4.955836 2.250572 1.062629 3.313200 5.228163 8.541363 0.405490 0.424360 0.829850 9.371213 315.836462
0.629155 17370 1.758151 -0.650171 -0.285458 -0.371399 18.958069 -22.669964 6.799087 3.087191 2.566095 2.436057 5.002152 3.538313 8.540465 0.406069 0.424353 0.830422 9.370887 360.115799
0.629861 17380 1.923535 -0.645504 -0.288260 -0.374305 15.159064 -21.378371 7.541828 1.322521 2.811707 3.788209 6.599916 1.937986 8.537903 0.407240 0.425486 0.832727 9.370629 394.584045
