# frequency_cm-1 spectrum_qm_au
1.591123098901953483e+02 1.647278310192104200e+16
1.594458786740322580e+02 1.646348571090759000e+16
1.597794474578691108e+02 1.645407698325494400e+16
1.601130162417060205e+02 1.644456020472860000e+16
1.604465850255429302e+02 1.643493863669895400e+16
1.607801538093797831e+02 1.642521551530640000e+16
1.611137225932166928e+02 1.641539405066267600e+16
1.614472913770535740e+02 1.640547742608761600e+16
1.617808601608904553e+02 1.639546879738123000e+16
1.621144289447273650e+02 1.638537129213046800e+16
1.624479977285642178e+02 1.637518800905041600e+16
1.627815665124011275e+02 1.636492201735953600e+16
1.631151352962380088e+02 1.635457635618809200e+16
1.634487040800748900e+02 1.634415403401983600e+16
1.637822728639117997e+02 1.633365802816592000e+16
1.641158416477486810e+02 1.632309128427074800e+16
1.644494104315855623e+02 1.631245671584932000e+16
1.647829792154224435e+02 1.630175720385512000e+16
1.651165479992593532e+02 1.629099559627840800e+16
1.654501167830962061e+02 1.628017470777391000e+16
1.657836855669331158e+02 1.626929731931773200e+16
1.661172543507699970e+02 1.625836617789240400e+16
1.664508231346068783e+02 1.624738399619979600e+16
1.667843919184437880e+02 1.623635345240112000e+16
1.671179607022806408e+02 1.622527718988334600e+16
1.674515294861175505e+02 1.621415781705149600e+16
1.677850982699544602e+02 1.620299790714599400e+16
1.681186670537913130e+02 1.619179999808461600e+16
1.684522358376282227e+02 1.618056659232817600e+16
1.687858046214650756e+02 1.616930015676961000e+16
1.691193734053019853e+02 1.615800312264519200e+16
1.694529421891388949e+02 1.614667788546806600e+16
1.697865109729757478e+02 1.613532680498261800e+16
1.701200797568126575e+02 1.612395220513962200e+16
1.704536485406495103e+02 1.611255637409112400e+16
1.707872173244864200e+02 1.610114156420468200e+16
1.711207861083233297e+02 1.608970999209625400e+16
1.714543548921601825e+02 1.607826383868074800e+16
1.717879236759970922e+02 1.606680524924032600e+16
1.721214924598339735e+02 1.605533633350907600e+16
1.724550612436708548e+02 1.604385916577392000e+16
1.727886300275077645e+02 1.603237578499098800e+16
1.731221988113446457e+02 1.602088819491667200e+16
1.734557675951815270e+02 1.600939836425328200e+16
1.737893363790184083e+02 1.599790822680799200e+16
1.741229051628552895e+02 1.598641968166519600e+16
1.744564739466921992e+02 1.597493459337118800e+16
1.747900427305290805e+02 1.596345479213084200e+16
1.751236115143659617e+02 1.595198207401586800e+16
1.754571802982028430e+02 1.594051820118358200e+16
1.757907490820397527e+02 1.592906490210647800e+16
1.761243178658766340e+02 1.591762387181118400e+16
1.764578866497135152e+02 1.590619677212700400e+16
1.767914554335503965e+02 1.589478523194322400e+16
1.771250242173872778e+02 1.588339084747458800e+16
1.774585930012241874e+02 1.587201518253488200e+16
1.777921617850610403e+02 1.586065976881768000e+16
1.781257305688979500e+02 1.584932610618410400e+16
1.784592993527348597e+02 1.583801566295707200e+16
1.787928681365717125e+02 1.582672987622159400e+16
1.791264369204086222e+02 1.581547015213076400e+16
1.794600057042454750e+02 1.580423786621676800e+16
1.797935744880823847e+02 1.579303436370704400e+16
1.801271432719192944e+02 1.578186095984459200e+16
1.804607120557561473e+02 1.577071894021250400e+16
1.807942808395930570e+02 1.575960956106216400e+16
1.811278496234299382e+02 1.574853404964476600e+16
1.814614184072668195e+02 1.573749360454590400e+16
1.817949871911037292e+02 1.572648939602275600e+16
1.821285559749405820e+02 1.571552256634366400e+16
1.824621247587774917e+02 1.570459423012979200e+16
1.827956935426143730e+02 1.569370547469842600e+16
1.831292623264512542e+02 1.568285736040783600e+16
1.834628311102881639e+02 1.567205092100325200e+16
1.837963998941250452e+02 1.566128716396371800e+16
1.841299686779619265e+02 1.565056707084969200e+16
1.844635374617988077e+02 1.563989159765088800e+16
1.847971062456357174e+02 1.562926167513444400e+16
1.851306750294725987e+02 1.561867820919286000e+16
1.854642438133094799e+02 1.560814208119166800e+16
1.857978125971463612e+02 1.559765414831672400e+16
1.861313813809832425e+02 1.558721524392054800e+16
1.864649501648201522e+02 1.557682617786795400e+16
1.867985189486570050e+02 1.556648773688044200e+16
1.871320877324939147e+02 1.555620068487938400e+16
1.874656565163308244e+02 1.554596576332772800e+16
1.877992253001676772e+02 1.553578369157009600e+16
1.881327940840045869e+02 1.552565516717105600e+16
1.884663628678414398e+02 1.551558086625156400e+16
1.887999316516783495e+02 1.550556144382330800e+16
1.891335004355152591e+02 1.549559753412076400e+16
1.894670692193521120e+02 1.548568975093108800e+16
1.898006380031890217e+02 1.547583868792148000e+16
1.901342067870258745e+02 1.546604491896392400e+16
1.904677755708627842e+02 1.545630899845742600e+16
1.908013443546996939e+02 1.544663146164734000e+16
1.911349131385365467e+02 1.543701282494188000e+16
1.914684819223734564e+02 1.542745358622574600e+16
1.918020507062103377e+02 1.541795422517059400e+16
1.921356194900472190e+02 1.540851520354252400e+16
1.924691882738841286e+02 1.539913696550627600e+16
1.928027570577210099e+02 1.538981993792620400e+16
